Gen	Fittest  	F0HANN	Perfor	BestPrf  	F0HANN	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
0 	     1184	0.5103	0.5103	     1184	0.5103	0.5103	0	35	65	65	0	4.0	0/1	0/1	0	59/61/64	8.916	0 00:29:43	15MB 	0.324658
1 	     1431	0.5101	0.5101	     1431	0.5101	0.5101	0	9	84	71	52	12.0	0/1	0/1	1	58/61/65	2.483	0 00:27:26	9MB 	0.45287425742574267
2 	     1544	0.5126	0.5126	     1544	0.5126	0.5126	0	9	44	10	50	24.0	0/5	0/1	3	58/61/66	1.947	0 00:25:13	12MB 	0.454268686868687
3 	     1747	0.5114	0.5114	     1747	0.5114	0.5114	0	9	24	2	22	36.0	0/7	0/2	9	57/61/66	1.622	0 00:23:07	15MB 	0.45201800000000003
4 	     1921	0.5142	0.5142	     1921	0.5142	0.5142	0	3	21	1	4	51.3	0/9	0/3	13	56/61/67	1.614	0 00:21:13	16MB 	0.4848191919191919
5 	     2025	0.5128	0.5128	     2025	0.5128	0.5128	0	3	13	0	8	62.8	5/16	1/4	10	56/61/67	1.543	0 00:19:30	16MB 	0.4843336842105262
6 	     2106	0.5137	0.5137	     2106	0.5137	0.5137	0	2	11	0	2	73.8	6/16	2/5	5	56/61/68	1.624	0 00:17:59	15MB 	0.488927272727273
7 	     2201	0.7528	0.7528	     2201	0.7528	0.7528	0	6	10	0	1	84.9	5/16	2/6	5	55/62/69	1.587	0 00:16:37	15MB 	0.47293399999999985
8 	     2201	0.7461	0.7461	     2201	0.7461	0.7461	0	4	10	0	0	97.7	5/24	3/6	3	55/62/70	1.576	0 00:15:23	14MB 	0.48276060606060606
9 	     2201	0.7474	0.7474	     2201	0.7474	0.7474	0	13	8	0	2	107.4	6/32	3/7	3	54/63/72	1.539	0 00:14:16	14MB 	0.4360051546391754
10 	     2201	0.7515	0.7515	     2201	0.7515	0.7515	0	7	3	0	5	104.7	17/67	7/8	1	53/61/72	1.519	0 00:13:15	13MB 	0.465794736842105
11 	     2201	0.7543	0.7543	     2201	0.7543	0.7543	0	2	3	0	0	102.1	9/56	8/9	2	54/62/74	1.556	0 00:12:21	12MB 	0.49519292929292946
12 	     2885	0.7522	0.7522	     2885	0.7522	0.7522	0	1	5	2	0	104.7	0/39	0/10	1	55/65/76	1.586	0 00:11:33	12MB 	0.5002242424242422
13 	     2885	0.7604	0.7604	     2885	0.7604	0.7604	0	2	5	0	0	107.3	0/35	0/11	1	54/64/76	1.615	0 00:10:51	12MB 	0.5002270000000002
14 	     3114	0.7521	0.7521	     3114	0.7521	0.7521	0	4	5	0	0	110.0	0/36	0/12	0	55/64/76	1.598	0 00:10:12	12MB 	0.4849257425742574
15 	     3235	1.0000	1.0000	     3235	1.0000	1.0000	0	3	4	0	1	110.0	12/36	4/13	1	57/65/76	1.589	0 00:09:37	13MB 	0.511810891089109
16 	     3235	1.0000	1.0000	     3235	1.0000	1.0000	0	7	4	0	0	110.0	10/32	5/14	1	58/64/71	1.608	0 00:09:07	13MB 	0.49731299999999984
17 	     3235	1.0000	1.0000	     3235	1.0000	1.0000	0	5	4	0	0	110.0	7/36	6/15	1	56/64/70	1.623	0 00:08:39	13MB 	0.5031316831683167
18 	     3235	1.0000	1.0000	     3235	1.0000	1.0000	0	7	4	0	0	110.0	7/36	7/16	0	56/64/70	1.626	0 00:08:14	13MB 	0.5172821782178216
19 	     3235	1.0000	1.0000	     3235	1.0000	1.0000	0	15	3	0	1	107.2	24/34	8/17	1	51/62/68	1.592	0 00:07:51	13MB 	0.4807909999999999
